Barcode,Name,Price,InStock
BRC104733,Item 4733,60.47,182
BRC104734,Item 4734,33.34,23
BRC104735,Item 4735,16.82,462
BRC104736,Item 4736,74.86,196
BRC104737,Item 4737,77.17,3
BRC104738,Item 4738,61.67,213
BRC104739,Item 4739,16.2,347
BRC104740,Item 4740,96.42,438
BRC104741,Item 4741,71.55,423
BRC104742,Item 4742,46.78,1
BRC104743,Item 4743,23.27,221
BRC104744,Item 4744,96.37,476
BRC104745,Item 4745,29.18,194
BRC104746,Item 4746,12.85,437
BRC104747,Item 4747,6.5,356
BRC104748,Item 4748,60.39,487
BRC104749,Item 4749,77.83,120
BRC104750,Item 4750,86.67,477
BRC104751,Item 4751,22.47,157
BRC104752,Item 4752,36.94,342
BRC104753,Item 4753,16.95,170
BRC104754,Item 4754,60.64,292
BRC104755,Item 4755,30.78,97
BRC104756,Item 4756,33.84,174
BRC104757,Item 4757,66.19,397
BRC104758,Item 4758,41.9,471
BRC104759,Item 4759,90.95,325
BRC104760,Item 4760,50.87,226
BRC104761,Item 4761,19.34,274
BRC104762,Item 4762,4.3,335
BRC104763,Item 4763,34.45,194
BRC104764,Item 4764,76.29,428
BRC104765,Item 4765,61.0,45
BRC104766,Item 4766,28.14,73
BRC104767,Item 4767,21.97,184
BRC104768,Item 4768,25.07,441
BRC104769,Item 4769,48.66,95
BRC104770,Item 4770,62.98,14
BRC104771,Item 4771,85.0,200
BRC104772,Item 4772,6.61,116
BRC104773,Item 4773,56.26,330
BRC104774,Item 4774,6.79,133
BRC104775,Item 4775,50.24,442
BRC104776,Item 4776,37.62,428
BRC104777,Item 4777,77.83,406
BRC104778,Item 4778,95.89,412
BRC104779,Item 4779,12.52,67
BRC104780,Item 4780,5.36,26
BRC104781,Item 4781,13.74,96
BRC104782,Item 4782,1.94,247
BRC104783,Item 4783,16.7,492
BRC104784,Item 4784,97.34,378
BRC104785,Item 4785,32.24,83
BRC104786,Item 4786,18.14,245
BRC104787,Item 4787,32.48,118
BRC104788,Item 4788,16.8,143
BRC104789,Item 4789,65.17,275
BRC104790,Item 4790,91.82,251
BRC104791,Item 4791,62.88,32
BRC104792,Item 4792,71.06,206
BRC104793,Item 4793,36.25,224
BRC104794,Item 4794,52.12,251
BRC104795,Item 4795,40.66,38
BRC104796,Item 4796,49.41,344
BRC104797,Item 4797,79.09,487
BRC104798,Item 4798,95.64,314
BRC104799,Item 4799,34.65,243
BRC104800,Item 4800,13.91,113
BRC104801,Item 4801,55.41,332
BRC104802,Item 4802,75.06,96
BRC104803,Item 4803,75.82,66
BRC104804,Item 4804,54.02,72
BRC104805,Item 4805,57.1,342
BRC104806,Item 4806,25.29,26
BRC104807,Item 4807,42.57,426
BRC104808,Item 4808,60.56,182
BRC104809,Item 4809,19.55,430
BRC104810,Item 4810,58.33,173
BRC104811,Item 4811,66.89,44
BRC104812,Item 4812,65.22,449
BRC104813,Item 4813,13.52,487
BRC104814,Item 4814,80.69,332
BRC104815,Item 4815,54.87,246
BRC104816,Item 4816,29.92,148
BRC104817,Item 4817,39.38,226
BRC104818,Item 4818,86.43,297
BRC104819,Item 4819,16.49,469
BRC104820,Item 4820,65.02,35
BRC104821,Item 4821,39.86,380
BRC104822,Item 4822,92.34,205
BRC104823,Item 4823,35.4,332
BRC104824,Item 4824,78.81,330
BRC104825,Item 4825,85.91,202
BRC104826,Item 4826,37.55,258
BRC104827,Item 4827,38.32,348
BRC104828,Item 4828,91.81,486
BRC104829,Item 4829,63.74,320
BRC104830,Item 4830,26.98,441
BRC104831,Item 4831,40.12,188
BRC104832,Item 4832,71.79,245
BRC104833,Item 4833,22.79,262
BRC104834,Item 4834,90.47,329
BRC104835,Item 4835,38.25,28
BRC104836,Item 4836,30.6,118
BRC104837,Item 4837,23.58,332
BRC104838,Item 4838,77.68,120
BRC104839,Item 4839,46.31,290
BRC104840,Item 4840,64.86,185
BRC104841,Item 4841,85.91,72
BRC104842,Item 4842,76.73,27
BRC104843,Item 4843,59.46,493
BRC104844,Item 4844,14.83,244
BRC104845,Item 4845,9.74,332
BRC104846,Item 4846,97.61,106
BRC104847,Item 4847,18.1,312
BRC104848,Item 4848,76.18,356
BRC104849,Item 4849,14.86,322
BRC104850,Item 4850,66.87,115
BRC104851,Item 4851,19.07,247
BRC104852,Item 4852,3.55,466
BRC104853,Item 4853,57.23,450
BRC104854,Item 4854,14.45,471
BRC104855,Item 4855,82.7,247
BRC104856,Item 4856,33.7,280
BRC104857,Item 4857,85.55,429
BRC104858,Item 4858,20.03,402
BRC104859,Item 4859,94.0,245
BRC104860,Item 4860,32.54,78
BRC104861,Item 4861,40.96,349
BRC104862,Item 4862,58.86,281
BRC104863,Item 4863,51.46,289
BRC104864,Item 4864,74.63,412
BRC104865,Item 4865,59.45,117
BRC104866,Item 4866,39.51,485
BRC104867,Item 4867,48.64,145
BRC104868,Item 4868,8.36,376
BRC104869,Item 4869,71.74,435
BRC104870,Item 4870,10.2,399
BRC104871,Item 4871,8.96,253
BRC104872,Item 4872,90.41,321
BRC104873,Item 4873,12.69,118
BRC104874,Item 4874,51.98,257
BRC104875,Item 4875,85.62,95
BRC104876,Item 4876,81.4,68
BRC104877,Item 4877,94.92,449
BRC104878,Item 4878,6.27,39
BRC104879,Item 4879,93.91,17
BRC104880,Item 4880,29.72,147
BRC104881,Item 4881,84.08,139
BRC104882,Item 4882,97.32,319
BRC104883,Item 4883,67.07,418
BRC104884,Item 4884,74.43,130
BRC104885,Item 4885,54.97,220
BRC104886,Item 4886,32.64,411
BRC104887,Item 4887,61.57,355
BRC104888,Item 4888,92.99,316
BRC104889,Item 4889,66.7,65
BRC104890,Item 4890,2.03,120
BRC104891,Item 4891,83.86,49
BRC104892,Item 4892,78.93,333
BRC104893,Item 4893,40.58,38
BRC104894,Item 4894,38.36,136
BRC104895,Item 4895,31.55,108
BRC104896,Item 4896,17.64,142
BRC104897,Item 4897,6.65,39
BRC104898,Item 4898,77.75,190
BRC104899,Item 4899,5.19,84
BRC104900,Item 4900,39.71,481
BRC104901,Item 4901,34.74,102
BRC104902,Item 4902,25.74,396
BRC104903,Item 4903,76.07,383
BRC104904,Item 4904,82.69,390
BRC104905,Item 4905,22.37,331
BRC104906,Item 4906,1.95,284
BRC104907,Item 4907,18.05,422
BRC104908,Item 4908,54.99,323
BRC104909,Item 4909,18.01,364
BRC104910,Item 4910,74.07,91
BRC104911,Item 4911,89.15,92
BRC104912,Item 4912,12.1,316
BRC104913,Item 4913,87.67,320
BRC104914,Item 4914,55.02,45
BRC104915,Item 4915,64.73,92
BRC104916,Item 4916,74.71,447
BRC104917,Item 4917,90.59,76
BRC104918,Item 4918,99.02,399
BRC104919,Item 4919,45.45,124
BRC104920,Item 4920,2.9,452
BRC104921,Item 4921,41.19,396
BRC104922,Item 4922,60.27,124
BRC104923,Item 4923,40.24,82
BRC104924,Item 4924,31.13,162
BRC104925,Item 4925,80.23,257
BRC104926,Item 4926,52.3,265
BRC104927,Item 4927,62.32,220
BRC104928,Item 4928,83.34,203
BRC104929,Item 4929,13.8,155
BRC104930,Item 4930,60.63,106
BRC104931,Item 4931,7.03,88
BRC104932,Item 4932,70.95,196
BRC104933,Item 4933,9.43,436
BRC104934,Item 4934,19.94,43
BRC104935,Item 4935,5.24,279
BRC104936,Item 4936,79.98,295
BRC104937,Item 4937,10.37,54
BRC104938,Item 4938,30.7,388
BRC104939,Item 4939,26.19,165
BRC104940,Item 4940,42.52,324
BRC104941,Item 4941,29.63,332
BRC104942,Item 4942,23.68,79
BRC104943,Item 4943,9.37,113
BRC104944,Item 4944,73.66,464
BRC104945,Item 4945,8.49,6
BRC104946,Item 4946,54.81,437
BRC104947,Item 4947,1.49,123
BRC104948,Item 4948,23.11,265
BRC104949,Item 4949,29.01,32
BRC104950,Item 4950,57.31,87
BRC104951,Item 4951,45.4,401
BRC104952,Item 4952,61.7,32
BRC104953,Item 4953,18.85,303
BRC104954,Item 4954,83.82,435
BRC104955,Item 4955,66.71,45
BRC104956,Item 4956,29.38,399
BRC104957,Item 4957,80.18,499
BRC104958,Item 4958,83.35,133
BRC104959,Item 4959,27.05,1
BRC104960,Item 4960,92.17,253
BRC104961,Item 4961,46.42,50
BRC104962,Item 4962,85.14,50
BRC104963,Item 4963,82.4,242
BRC104964,Item 4964,23.53,163
BRC104965,Item 4965,65.42,492
BRC104966,Item 4966,15.28,41
BRC104967,Item 4967,92.91,221
BRC104968,Item 4968,11.1,68
BRC104969,Item 4969,89.91,63
BRC104970,Item 4970,40.66,119
BRC104971,Item 4971,26.08,33
BRC104972,Item 4972,14.7,413
BRC104973,Item 4973,53.27,137
BRC104974,Item 4974,21.0,358
BRC104975,Item 4975,25.62,403
BRC104976,Item 4976,36.42,354
BRC104977,Item 4977,2.77,31
BRC104978,Item 4978,31.11,125
BRC104979,Item 4979,73.47,152
BRC104980,Item 4980,75.58,499
BRC104981,Item 4981,21.18,379
BRC104982,Item 4982,15.67,318
BRC104983,Item 4983,94.18,481
BRC104984,Item 4984,47.98,429
BRC104985,Item 4985,95.47,477
BRC104986,Item 4986,59.15,8
BRC104987,Item 4987,82.93,463
BRC104988,Item 4988,45.39,193
BRC104989,Item 4989,77.09,60
BRC104990,Item 4990,38.01,259
BRC104991,Item 4991,22.87,164
BRC104992,Item 4992,89.55,277
BRC104993,Item 4993,24.54,110
BRC104994,Item 4994,58.84,186
BRC104995,Item 4995,43.24,452
BRC104996,Item 4996,30.75,61
BRC104997,Item 4997,80.0,464
BRC104998,Item 4998,92.02,339
BRC104999,Item 4999,76.93,225
BRC105000,Item 5000,9.95,192
BRC105001,Item 5001,7.89,31
BRC105002,Item 5002,49.18,408
BRC105003,Item 5003,46.48,29
BRC105004,Item 5004,96.92,477
BRC105005,Item 5005,94.04,118
BRC105006,Item 5006,69.11,458
BRC105007,Item 5007,23.26,268
BRC105008,Item 5008,34.01,235
BRC105009,Item 5009,82.13,10
BRC105010,Item 5010,51.87,376
BRC105011,Item 5011,57.51,235
BRC105012,Item 5012,96.21,287
BRC105013,Item 5013,20.44,356
BRC105014,Item 5014,16.93,227
BRC105015,Item 5015,63.16,85
BRC105016,Item 5016,6.16,494
BRC105017,Item 5017,28.23,71
BRC105018,Item 5018,16.3,68
BRC105019,Item 5019,4.42,155
BRC105020,Item 5020,51.79,286
BRC105021,Item 5021,68.2,204
BRC105022,Item 5022,32.77,28
BRC105023,Item 5023,7.77,400
BRC105024,Item 5024,82.98,215
BRC105025,Item 5025,24.45,74
BRC105026,Item 5026,29.05,215
BRC105027,Item 5027,70.15,391
BRC105028,Item 5028,58.53,294
BRC105029,Item 5029,66.49,305
BRC105030,Item 5030,94.81,433
BRC105031,Item 5031,58.97,285
BRC105032,Item 5032,67.75,139
BRC105033,Item 5033,38.43,74
BRC105034,Item 5034,97.13,218
BRC105035,Item 5035,83.67,320
BRC105036,Item 5036,38.1,36
BRC105037,Item 5037,16.11,175
BRC105038,Item 5038,85.73,21
BRC105039,Item 5039,13.78,452
BRC105040,Item 5040,82.33,223
BRC105041,Item 5041,35.01,356
BRC105042,Item 5042,83.66,195
BRC105043,Item 5043,42.47,318
BRC105044,Item 5044,62.52,91
BRC105045,Item 5045,78.86,146
BRC105046,Item 5046,54.26,205
BRC105047,Item 5047,37.83,120
BRC105048,Item 5048,21.52,477
BRC105049,Item 5049,12.33,48
BRC105050,Item 5050,42.75,314
BRC105051,Item 5051,98.42,439
BRC105052,Item 5052,53.84,233
BRC105053,Item 5053,51.23,140
BRC105054,Item 5054,1.52,286
BRC105055,Item 5055,29.62,381
BRC105056,Item 5056,95.12,410
BRC105057,Item 5057,86.67,394
BRC105058,Item 5058,33.53,167
BRC105059,Item 5059,26.18,114
BRC105060,Item 5060,60.27,138
BRC105061,Item 5061,77.8,142
BRC105062,Item 5062,51.82,295
BRC105063,Item 5063,27.45,200
BRC105064,Item 5064,53.94,159
BRC105065,Item 5065,46.37,466
BRC105066,Item 5066,49.36,390
BRC105067,Item 5067,65.53,132
BRC105068,Item 5068,14.71,298
BRC105069,Item 5069,56.07,430
BRC105070,Item 5070,11.9,148
BRC105071,Item 5071,38.18,26
BRC105072,Item 5072,54.42,163
BRC105073,Item 5073,42.99,364
BRC105074,Item 5074,37.34,479
BRC105075,Item 5075,74.09,56
BRC105076,Item 5076,73.3,153
BRC105077,Item 5077,55.13,163
BRC105078,Item 5078,15.57,195
BRC105079,Item 5079,22.25,335
BRC105080,Item 5080,79.91,261
BRC105081,Item 5081,89.85,231
BRC105082,Item 5082,37.27,330
BRC105083,Item 5083,5.01,485
BRC105084,Item 5084,38.07,78
BRC105085,Item 5085,40.9,188
BRC105086,Item 5086,36.64,115
BRC105087,Item 5087,34.25,58
BRC105088,Item 5088,65.93,221
BRC105089,Item 5089,39.77,2
BRC105090,Item 5090,55.72,185
BRC105091,Item 5091,86.2,231
BRC105092,Item 5092,73.63,50
BRC105093,Item 5093,31.84,171
BRC105094,Item 5094,62.49,471
BRC105095,Item 5095,91.76,490
BRC105096,Item 5096,8.04,284
BRC105097,Item 5097,68.61,301
BRC105098,Item 5098,78.81,35
BRC105099,Item 5099,71.35,325
BRC105100,Item 5100,48.28,127
BRC105101,Item 5101,61.63,195
BRC105102,Item 5102,57.27,500
BRC105103,Item 5103,72.24,433
BRC105104,Item 5104,88.62,419
BRC105105,Item 5105,99.09,488
BRC105106,Item 5106,9.08,441
BRC105107,Item 5107,75.3,268
BRC105108,Item 5108,32.56,147
BRC105109,Item 5109,58.38,319
BRC105110,Item 5110,56.64,275
BRC105111,Item 5111,96.26,422
BRC105112,Item 5112,40.66,437
BRC105113,Item 5113,85.52,169
BRC105114,Item 5114,21.1,418
BRC105115,Item 5115,21.59,362
BRC105116,Item 5116,26.04,488
BRC105117,Item 5117,9.45,442
BRC105118,Item 5118,46.2,176
BRC105119,Item 5119,61.44,81
BRC105120,Item 5120,50.49,401
BRC105121,Item 5121,16.12,77
BRC105122,Item 5122,35.51,135
BRC105123,Item 5123,41.77,5
BRC105124,Item 5124,68.92,291
BRC105125,Item 5125,17.45,410
BRC105126,Item 5126,54.12,264
BRC105127,Item 5127,44.18,279
BRC105128,Item 5128,9.56,377
BRC105129,Item 5129,59.59,389
BRC105130,Item 5130,97.77,143
BRC105131,Item 5131,73.56,398
BRC105132,Item 5132,91.82,158
BRC105133,Item 5133,85.33,434
BRC105134,Item 5134,74.93,257
BRC105135,Item 5135,42.46,157
BRC105136,Item 5136,35.74,335
BRC105137,Item 5137,43.99,216
BRC105138,Item 5138,2.89,261
BRC105139,Item 5139,72.63,262
BRC105140,Item 5140,76.39,165
BRC105141,Item 5141,21.19,177
BRC105142,Item 5142,72.1,315
BRC105143,Item 5143,87.26,203
BRC105144,Item 5144,13.59,65
BRC105145,Item 5145,33.58,381
BRC105146,Item 5146,83.47,34
BRC105147,Item 5147,94.71,163
BRC105148,Item 5148,69.49,25
BRC105149,Item 5149,64.15,250
BRC105150,Item 5150,92.9,413
BRC105151,Item 5151,34.96,90
BRC105152,Item 5152,13.88,18
BRC105153,Item 5153,93.98,133
BRC105154,Item 5154,66.59,295
BRC105155,Item 5155,57.73,347
BRC105156,Item 5156,29.22,480
BRC105157,Item 5157,89.07,354
BRC105158,Item 5158,23.79,212
BRC105159,Item 5159,26.08,450
BRC105160,Item 5160,28.99,17
BRC105161,Item 5161,17.08,274
BRC105162,Item 5162,19.09,356
BRC105163,Item 5163,19.71,235
BRC105164,Item 5164,69.16,197
BRC105165,Item 5165,48.03,262
BRC105166,Item 5166,12.41,226
BRC105167,Item 5167,76.57,480
BRC105168,Item 5168,59.12,354
BRC105169,Item 5169,25.76,351
BRC105170,Item 5170,58.83,51
BRC105171,Item 5171,79.94,470
BRC105172,Item 5172,82.7,137
BRC105173,Item 5173,74.84,248
BRC105174,Item 5174,42.41,59
BRC105175,Item 5175,53.12,288
BRC105176,Item 5176,58.56,122
BRC105177,Item 5177,1.66,393
BRC105178,Item 5178,1.41,112
BRC105179,Item 5179,1.2,322
BRC105180,Item 5180,35.41,37
BRC105181,Item 5181,96.85,353
BRC105182,Item 5182,65.26,391
BRC105183,Item 5183,45.71,173
BRC105184,Item 5184,6.11,408
BRC105185,Item 5185,24.42,419
BRC105186,Item 5186,96.43,207
BRC105187,Item 5187,27.77,172
BRC105188,Item 5188,74.85,191
BRC105189,Item 5189,93.31,483
BRC105190,Item 5190,10.93,44
BRC105191,Item 5191,85.04,283
BRC105192,Item 5192,11.48,425
BRC105193,Item 5193,39.2,412
BRC105194,Item 5194,7.77,469
BRC105195,Item 5195,57.12,71
BRC105196,Item 5196,97.21,191
BRC105197,Item 5197,44.75,421
BRC105198,Item 5198,55.44,44
BRC105199,Item 5199,17.67,217
BRC105200,Item 5200,84.49,147
BRC105201,Item 5201,20.46,387
BRC105202,Item 5202,57.98,141
BRC105203,Item 5203,26.22,188
BRC105204,Item 5204,53.35,285
BRC105205,Item 5205,1.03,408
BRC105206,Item 5206,59.58,376
BRC105207,Item 5207,60.04,52
BRC105208,Item 5208,94.71,49
BRC105209,Item 5209,24.74,41
BRC105210,Item 5210,70.16,154
BRC105211,Item 5211,73.56,442
BRC105212,Item 5212,6.56,344
BRC105213,Item 5213,48.93,422
BRC105214,Item 5214,85.61,180
BRC105215,Item 5215,35.16,267
BRC105216,Item 5216,43.29,121
BRC105217,Item 5217,45.44,338
BRC105218,Item 5218,14.71,83
BRC105219,Item 5219,74.26,489
BRC105220,Item 5220,58.11,358
BRC105221,Item 5221,24.26,427
BRC105222,Item 5222,26.79,273
BRC105223,Item 5223,74.16,268
BRC105224,Item 5224,66.59,78
BRC105225,Item 5225,44.93,56
BRC105226,Item 5226,30.55,404
BRC105227,Item 5227,45.79,341
BRC105228,Item 5228,89.84,32
BRC105229,Item 5229,68.28,311
BRC105230,Item 5230,65.78,345
BRC105231,Item 5231,76.68,284
BRC105232,Item 5232,82.22,469
BRC105233,Item 5233,79.13,430
BRC105234,Item 5234,97.5,97
BRC105235,Item 5235,17.7,386
BRC105236,Item 5236,84.63,362
BRC105237,Item 5237,89.62,322
BRC105238,Item 5238,49.16,215
BRC105239,Item 5239,20.65,109
BRC105240,Item 5240,96.54,306
BRC105241,Item 5241,47.04,159
BRC105242,Item 5242,44.42,395
BRC105243,Item 5243,4.67,164
BRC105244,Item 5244,48.37,421
BRC105245,Item 5245,41.65,22
BRC105246,Item 5246,27.91,162
BRC105247,Item 5247,47.41,138
BRC105248,Item 5248,86.03,231
BRC105249,Item 5249,34.85,28
BRC105250,Item 5250,63.04,450
BRC105251,Item 5251,1.95,411
BRC105252,Item 5252,45.08,441
BRC105253,Item 5253,40.78,388
BRC105254,Item 5254,54.14,51
BRC105255,Item 5255,53.43,105
BRC105256,Item 5256,25.98,342
BRC105257,Item 5257,42.57,140
BRC105258,Item 5258,7.01,417
BRC105259,Item 5259,78.5,485
BRC105260,Item 5260,97.42,349
BRC105261,Item 5261,49.03,390
BRC105262,Item 5262,90.57,296
BRC105263,Item 5263,24.96,327
BRC105264,Item 5264,84.47,48
BRC105265,Item 5265,5.95,203
BRC105266,Item 5266,57.01,215
BRC105267,Item 5267,59.88,100
BRC105268,Item 5268,37.58,265
BRC105269,Item 5269,94.12,253
BRC105270,Item 5270,92.46,62
BRC105271,Item 5271,71.36,263
BRC105272,Item 5272,15.04,51
BRC105273,Item 5273,98.65,107
BRC105274,Item 5274,12.67,186
BRC105275,Item 5275,75.98,198
BRC105276,Item 5276,77.57,93
BRC105277,Item 5277,81.95,153
BRC105278,Item 5278,91.94,178
BRC105279,Item 5279,78.44,279
BRC105280,Item 5280,61.73,97
BRC105281,Item 5281,20.2,335
BRC105282,Item 5282,67.32,255
BRC105283,Item 5283,15.54,310
BRC105284,Item 5284,95.34,388
BRC105285,Item 5285,45.1,128
BRC105286,Item 5286,59.15,458
BRC105287,Item 5287,68.14,285
BRC105288,Item 5288,98.16,436
BRC105289,Item 5289,22.8,72
BRC105290,Item 5290,81.05,299
BRC105291,Item 5291,30.18,157
BRC105292,Item 5292,78.88,386
BRC105293,Item 5293,76.93,479
BRC105294,Item 5294,4.22,263
BRC105295,Item 5295,54.45,462
BRC105296,Item 5296,64.44,152
BRC105297,Item 5297,61.89,390
BRC105298,Item 5298,23.16,323
BRC105299,Item 5299,63.11,310
BRC105300,Item 5300,1.6,373
BRC105301,Item 5301,30.82,204
BRC105302,Item 5302,76.8,468
BRC105303,Item 5303,74.78,433
BRC105304,Item 5304,93.8,479
BRC105305,Item 5305,81.78,150
BRC105306,Item 5306,30.46,304
BRC105307,Item 5307,52.51,44
BRC105308,Item 5308,67.43,340
BRC105309,Item 5309,30.98,411
BRC105310,Item 5310,55.77,496
BRC105311,Item 5311,24.42,371
BRC105312,Item 5312,35.77,282
BRC105313,Item 5313,19.85,359
BRC105314,Item 5314,33.6,312
BRC105315,Item 5315,23.86,426
BRC105316,Item 5316,62.47,406
BRC105317,Item 5317,24.19,233
BRC105318,Item 5318,83.03,399
BRC105319,Item 5319,93.93,22
BRC105320,Item 5320,75.67,160
BRC105321,Item 5321,79.6,463
BRC105322,Item 5322,78.78,103
BRC105323,Item 5323,54.72,99
BRC105324,Item 5324,89.85,149
BRC105325,Item 5325,62.44,500
BRC105326,Item 5326,23.68,426
BRC105327,Item 5327,67.61,338
BRC105328,Item 5328,15.78,60
BRC105329,Item 5329,50.21,338
BRC105330,Item 5330,7.35,413
BRC105331,Item 5331,16.09,67
BRC105332,Item 5332,66.1,446
BRC105333,Item 5333,4.45,496
BRC105334,Item 5334,1.72,25
BRC105335,Item 5335,2.74,113
BRC105336,Item 5336,20.75,14
BRC105337,Item 5337,11.86,242
BRC105338,Item 5338,58.76,358
BRC105339,Item 5339,10.48,105
BRC105340,Item 5340,50.61,471
BRC105341,Item 5341,90.88,495
BRC105342,Item 5342,91.6,142
BRC105343,Item 5343,75.05,53
BRC105344,Item 5344,83.0,480
BRC105345,Item 5345,78.44,238
BRC105346,Item 5346,29.82,48
BRC105347,Item 5347,91.22,474
BRC105348,Item 5348,30.58,156
BRC105349,Item 5349,85.5,117
BRC105350,Item 5350,44.76,483
BRC105351,Item 5351,72.98,480
BRC105352,Item 5352,49.48,369
BRC105353,Item 5353,32.0,422
BRC105354,Item 5354,43.53,297
BRC105355,Item 5355,65.27,339
BRC105356,Item 5356,82.38,468
BRC105357,Item 5357,58.3,251
BRC105358,Item 5358,47.31,499
BRC105359,Item 5359,27.8,158
BRC105360,Item 5360,93.49,276
BRC105361,Item 5361,1.81,469
BRC105362,Item 5362,65.65,75
BRC105363,Item 5363,78.36,335
BRC105364,Item 5364,28.66,24
BRC105365,Item 5365,40.0,299
BRC105366,Item 5366,81.81,234
BRC105367,Item 5367,1.58,140
BRC105368,Item 5368,59.15,97
BRC105369,Item 5369,7.62,380
BRC105370,Item 5370,14.31,9
BRC105371,Item 5371,52.88,449
BRC105372,Item 5372,83.13,467
BRC105373,Item 5373,50.5,146
BRC105374,Item 5374,67.22,255
BRC105375,Item 5375,44.39,474
BRC105376,Item 5376,61.05,199
BRC105377,Item 5377,13.4,230
BRC105378,Item 5378,70.39,107
BRC105379,Item 5379,75.26,260
BRC105380,Item 5380,26.96,421
BRC105381,Item 5381,65.34,278
BRC105382,Item 5382,93.67,330
BRC105383,Item 5383,83.68,282
BRC105384,Item 5384,63.38,23
BRC105385,Item 5385,88.81,472
BRC105386,Item 5386,82.2,307
BRC105387,Item 5387,38.21,167
BRC105388,Item 5388,73.2,496
BRC105389,Item 5389,70.5,473
BRC105390,Item 5390,62.1,417
BRC105391,Item 5391,46.85,404
BRC105392,Item 5392,55.33,187
BRC105393,Item 5393,87.65,238
BRC105394,Item 5394,92.31,117
BRC105395,Item 5395,33.78,24
BRC105396,Item 5396,21.45,158
BRC105397,Item 5397,42.85,127
BRC105398,Item 5398,48.64,430
BRC105399,Item 5399,87.83,106
BRC105400,Item 5400,76.55,344
BRC105401,Item 5401,65.9,61
BRC105402,Item 5402,22.69,192
BRC105403,Item 5403,9.1,39
BRC105404,Item 5404,41.26,418
BRC105405,Item 5405,55.12,363
BRC105406,Item 5406,4.4,465
BRC105407,Item 5407,68.55,91
BRC105408,Item 5408,67.96,23
BRC105409,Item 5409,3.31,243
BRC105410,Item 5410,96.42,2
BRC105411,Item 5411,44.23,382
BRC105412,Item 5412,57.79,318
BRC105413,Item 5413,1.28,413
BRC105414,Item 5414,47.27,306
BRC105415,Item 5415,29.86,177
BRC105416,Item 5416,76.43,13
BRC105417,Item 5417,71.08,305
BRC105418,Item 5418,27.69,238
BRC105419,Item 5419,30.88,412
BRC105420,Item 5420,84.39,208
BRC105421,Item 5421,12.62,392
BRC105422,Item 5422,12.03,370
BRC105423,Item 5423,64.33,398
BRC105424,Item 5424,70.31,121
BRC105425,Item 5425,86.4,358
BRC105426,Item 5426,54.98,329
BRC105427,Item 5427,43.91,225
BRC105428,Item 5428,40.02,110
BRC105429,Item 5429,48.08,344
BRC105430,Item 5430,71.02,157
BRC105431,Item 5431,26.85,51
BRC105432,Item 5432,83.28,306
BRC105433,Item 5433,41.72,407
BRC105434,Item 5434,30.78,144
BRC105435,Item 5435,53.08,474
BRC105436,Item 5436,85.04,217
BRC105437,Item 5437,46.52,221
BRC105438,Item 5438,22.81,241
BRC105439,Item 5439,46.05,310
BRC105440,Item 5440,3.49,186
BRC105441,Item 5441,28.05,156
BRC105442,Item 5442,19.04,76
BRC105443,Item 5443,15.06,213
BRC105444,Item 5444,4.59,11
BRC105445,Item 5445,42.9,500
BRC105446,Item 5446,9.01,312
BRC105447,Item 5447,56.67,214
BRC105448,Item 5448,99.73,459
BRC105449,Item 5449,67.33,21
BRC105450,Item 5450,76.09,102
BRC105451,Item 5451,17.11,160
BRC105452,Item 5452,72.91,345
BRC105453,Item 5453,95.2,43
BRC105454,Item 5454,93.93,315
BRC105455,Item 5455,58.57,474
BRC105456,Item 5456,13.05,262
BRC105457,Item 5457,9.16,88
BRC105458,Item 5458,10.41,237
BRC105459,Item 5459,64.04,253
BRC105460,Item 5460,44.05,369
BRC105461,Item 5461,70.45,316
BRC105462,Item 5462,9.84,10
BRC105463,Item 5463,7.82,213
BRC105464,Item 5464,70.25,297
BRC105465,Item 5465,62.64,10
BRC105466,Item 5466,79.24,5
BRC105467,Item 5467,69.27,139
BRC105468,Item 5468,45.34,16
BRC105469,Item 5469,99.52,319
BRC105470,Item 5470,98.62,199
BRC105471,Item 5471,98.2,341
BRC105472,Item 5472,21.0,105
BRC105473,Item 5473,76.51,169
BRC105474,Item 5474,55.03,137
BRC105475,Item 5475,86.23,496
BRC105476,Item 5476,98.64,29
BRC105477,Item 5477,32.61,435
BRC105478,Item 5478,92.1,153
BRC105479,Item 5479,57.35,131
BRC105480,Item 5480,70.57,377
BRC105481,Item 5481,29.08,457
BRC105482,Item 5482,86.15,116
BRC105483,Item 5483,48.34,82
BRC105484,Item 5484,87.32,179
BRC105485,Item 5485,75.81,177
BRC105486,Item 5486,79.27,35
BRC105487,Item 5487,38.63,158
BRC105488,Item 5488,66.54,449
BRC105489,Item 5489,47.87,21
BRC105490,Item 5490,25.84,280
BRC105491,Item 5491,8.53,270
BRC105492,Item 5492,72.53,238
BRC105493,Item 5493,38.88,452
BRC105494,Item 5494,43.92,357
BRC105495,Item 5495,7.61,224
BRC105496,Item 5496,63.43,175
BRC105497,Item 5497,10.16,303
BRC105498,Item 5498,15.35,45
BRC105499,Item 5499,70.95,78
BRC105500,Item 5500,30.2,467
BRC105501,Item 5501,23.55,278
BRC105502,Item 5502,92.72,106
BRC105503,Item 5503,18.64,226
BRC105504,Item 5504,37.95,105
BRC105505,Item 5505,81.27,36
BRC105506,Item 5506,12.73,246
BRC105507,Item 5507,28.23,151
BRC105508,Item 5508,40.75,27
